"B01003_001E","B01003_001M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","id","Geographic Area Name"
"3124","452","1400000US06037212420","Census Tract 2124.20, Los Angeles County, California"
"2041","241","1400000US06037212501","Census Tract 2125.01, Los Angeles County, California"
"3146","405","1400000US06037212502","Census Tract 2125.02, Los Angeles County, California"
"3995","464","1400000US06037212610","Census Tract 2126.10, Los Angeles County, California"
"4724","469","1400000US06037212620","Census Tract 2126.20, Los Angeles County, California"
"2420","258","1400000US06037212701","Census Tract 2127.01, Los Angeles County, California"
"3656","322","1400000US06037212702","Census Tract 2127.02, Los Angeles County, California"
"4063","430","1400000US06037212800","Census Tract 2128, Los Angeles County, California"
"3933","378","1400000US06037212900","Census Tract 2129, Los Angeles County, California"
"2714","358","1400000US06037213100","Census Tract 2131, Los Angeles County, California"
"3683","373","1400000US06037213201","Census Tract 2132.01, Los Angeles County, California"
"3690","384","1400000US06037213202","Census Tract 2132.02, Los Angeles County, California"
"3509","460","1400000US06037213310","Census Tract 2133.10, Los Angeles County, California"
"2468","337","1400000US06037213320","Census Tract 2133.20, Los Angeles County, California"
"5663","342","1400000US06037213401","Census Tract 2134.01, Los Angeles County, California"
"4922","374","1400000US06037213402","Census Tract 2134.02, Los Angeles County, California"
"3633","338","1400000US06037214000","Census Tract 2140, Los Angeles County, California"
"4183","349","1400000US06037214100","Census Tract 2141, Los Angeles County, California"
"2852","246","1400000US06037214400","Census Tract 2144, Los Angeles County, California"
"2750","293","1400000US06037214501","Census Tract 2145.01, Los Angeles County, California"
"5027","502","1400000US06037214502","Census Tract 2145.02, Los Angeles County, California"
"3595","470","1400000US06037214503","Census Tract 2145.03, Los Angeles County, California"
"2370","198","1400000US06037214600","Census Tract 2146, Los Angeles County, California"
"2568","208","1400000US06037214700","Census Tract 2147, Los Angeles County, California"
"2682","265","1400000US06037214800","Census Tract 2148, Los Angeles County, California"
"2819","327","1400000US06037214901","Census Tract 2149.01, Los Angeles County, California"
"2658","473","1400000US06037214902","Census Tract 2149.02, Los Angeles County, California"
"2527","318","1400000US06037215101","Census Tract 2151.01, Los Angeles County, California"
"3294","349","1400000US06037215102","Census Tract 2151.02, Los Angeles County, California"
"2238","196","1400000US06037216100","Census Tract 2161, Los Angeles County, California"
"4818","413","1400000US06037216200","Census Tract 2162, Los Angeles County, California"
"4576","269","1400000US06037216300","Census Tract 2163, Los Angeles County, California"
"4212","537","1400000US06037216401","Census Tract 2164.01, Los Angeles County, California"
"2500","287","1400000US06037216402","Census Tract 2164.02, Los Angeles County, California"
"4209","341","1400000US06037216700","Census Tract 2167, Los Angeles County, California"
"3599","259","1400000US06037216800","Census Tract 2168, Los Angeles County, California"
"4866","406","1400000US06037216900","Census Tract 2169, Los Angeles County, California"
"2546","307","1400000US06037217001","Census Tract 2170.01, Los Angeles County, California"
"4845","472","1400000US06037217002","Census Tract 2170.02, Los Angeles County, California"
"5833","529","1400000US06037217100","Census Tract 2171, Los Angeles County, California"
"3901","384","1400000US06037217200","Census Tract 2172, Los Angeles County, California"
"3450","448","1400000US06037218110","Census Tract 2181.10, Los Angeles County, California"
"4616","489","1400000US06037218120","Census Tract 2181.20, Los Angeles County, California"
"4108","411","1400000US06037218210","Census Tract 2182.10, Los Angeles County, California"
"4467","484","1400000US06037218220","Census Tract 2182.20, Los Angeles County, California"
"5562","566","1400000US06037218300","Census Tract 2183, Los Angeles County, California"
"4678","483","1400000US06037218400","Census Tract 2184, Los Angeles County, California"
"3438","331","1400000US06037218500","Census Tract 2185, Los Angeles County, California"
"3506","439","1400000US06037218600","Census Tract 2186, Los Angeles County, California"
"2002","321","1400000US06037218701","Census Tract 2187.01, Los Angeles County, California"
"2298","344","1400000US06037218702","Census Tract 2187.02, Los Angeles County, California"
"2575","341","1400000US06037218800","Census Tract 2188, Los Angeles County, California"
"5410","586","1400000US06037218900","Census Tract 2189, Los Angeles County, California"
"2816","321","1400000US06037219010","Census Tract 2190.10, Los Angeles County, California"
"4185","566","1400000US06037219020","Census Tract 2190.20, Los Angeles County, California"
"4107","471","1400000US06037219300","Census Tract 2193, Los Angeles County, California"
"1470","264","1400000US06037219500","Census Tract 2195, Los Angeles County, California"
"4210","522","1400000US06037219700","Census Tract 2197, Los Angeles County, California"
"3260","453","1400000US06037219800","Census Tract 2198, Los Angeles County, California"
"4866","465","1400000US06037219901","Census Tract 2199.01, Los Angeles County, California"
"3448","408","1400000US06037219902","Census Tract 2199.02, Los Angeles County, California"
"5453","520","1400000US06037220000","Census Tract 2200, Los Angeles County, California"
"2241","166","1400000US06037220100","Census Tract 2201, Los Angeles County, California"
"3328","423","1400000US06037221110","Census Tract 2211.10, Los Angeles County, California"
"3507","387","1400000US06037221120","Census Tract 2211.20, Los Angeles County, California"
"3202","424","1400000US06037221210","Census Tract 2212.10, Los Angeles County, California"
"3506","378","1400000US06037221220","Census Tract 2212.20, Los Angeles County, California"
"4072","518","1400000US06037221302","Census Tract 2213.02, Los Angeles County, California"
"2619","416","1400000US06037221303","Census Tract 2213.03, Los Angeles County, California"
"3467","407","1400000US06037221304","Census Tract 2213.04, Los Angeles County, California"
"3118","446","1400000US06037221401","Census Tract 2214.01, Los Angeles County, California"
"3031","503","1400000US06037221402","Census Tract 2214.02, Los Angeles County, California"
"3595","353","1400000US06037221500","Census Tract 2215, Los Angeles County, California"
"3708","422","1400000US06037221601","Census Tract 2216.01, Los Angeles County, California"
"2852","442","1400000US06037221602","Census Tract 2216.02, Los Angeles County, California"
"3172","425","1400000US06037221710","Census Tract 2217.10, Los Angeles County, California"
"2647","455","1400000US06037221810","Census Tract 2218.10, Los Angeles County, California"
"2855","532","1400000US06037221820","Census Tract 2218.20, Los Angeles County, California"
"4652","1130","1400000US06037221900","Census Tract 2219, Los Angeles County, California"
"3018","643","1400000US06037222001","Census Tract 2220.01, Los Angeles County, California"
"4383","591","1400000US06037222002","Census Tract 2220.02, Los Angeles County, California"
"3828","472","1400000US06037222100","Census Tract 2221, Los Angeles County, California"
"4082","527","1400000US06037222200","Census Tract 2222, Los Angeles County, California"
"5281","534","1400000US06037222500","Census Tract 2225, Los Angeles County, California"
"5497","637","1400000US06037222600","Census Tract 2226, Los Angeles County, California"
"3703","901","1400000US06037222700","Census Tract 2227, Los Angeles County, California"
"2165","395","1400000US06037224010","Census Tract 2240.10, Los Angeles County, California"
"2553","453","1400000US06037224020","Census Tract 2240.20, Los Angeles County, California"
"2672","401","1400000US06037224200","Census Tract 2242, Los Angeles County, California"
"2293","380","1400000US06037224310","Census Tract 2243.10, Los Angeles County, California"
"3168","467","1400000US06037224320","Census Tract 2243.20, Los Angeles County, California"
"3179","474","1400000US06037224410","Census Tract 2244.10, Los Angeles County, California"
"2219","242","1400000US06037224420","Census Tract 2244.20, Los Angeles County, California"
"3702","376","1400000US06037224600","Census Tract 2246, Los Angeles County, California"
"5042","760","1400000US06037224700","Census Tract 2247, Los Angeles County, California"
"1901","373","1400000US06037226001","Census Tract 2260.01, Los Angeles County, California"
"1074","219","1400000US06037226002","Census Tract 2260.02, Los Angeles County, California"
"3564","413","1400000US06037226410","Census Tract 2264.10, Los Angeles County, California"
"5364","631","1400000US06037226420","Census Tract 2264.20, Los Angeles County, California"
"5828","681","1400000US06037226700","Census Tract 2267, Los Angeles County, California"
"5109","601","1400000US06037227010","Census Tract 2270.10, Los Angeles County, California"
"2865","408","1400000US06037227020","Census Tract 2270.20, Los Angeles County, California"
"4695","526","1400000US06037228100","Census Tract 2281, Los Angeles County, California"
"3502","439","1400000US06037228210","Census Tract 2282.10, Los Angeles County, California"
"4123","433","1400000US06037228220","Census Tract 2282.20, Los Angeles County, California"
"3885","500","1400000US06037228310","Census Tract 2283.10, Los Angeles County, California"
"3715","493","1400000US06037228320","Census Tract 2283.20, Los Angeles County, California"
"3505","485","1400000US06037228410","Census Tract 2284.10, Los Angeles County, California"
"2890","305","1400000US06037228420","Census Tract 2284.20, Los Angeles County, California"
"4954","595","1400000US06037228500","Census Tract 2285, Los Angeles County, California"
"4844","497","1400000US06037228600","Census Tract 2286, Los Angeles County, California"
"4003","536","1400000US06037228710","Census Tract 2287.10, Los Angeles County, California"
"4777","507","1400000US06037228720","Census Tract 2287.20, Los Angeles County, California"
"5836","534","1400000US06037228800","Census Tract 2288, Los Angeles County, California"
"3011","353","1400000US06037228900","Census Tract 2289, Los Angeles County, California"
"3955","427","1400000US06037229100","Census Tract 2291, Los Angeles County, California"
"4505","688","1400000US06037229200","Census Tract 2292, Los Angeles County, California"
"5363","561","1400000US06037229300","Census Tract 2293, Los Angeles County, California"
"3089","347","1400000US06037229410","Census Tract 2294.10, Los Angeles County, California"
"4329","536","1400000US06037229420","Census Tract 2294.20, Los Angeles County, California"
"2567","425","1400000US06037231100","Census Tract 2311, Los Angeles County, California"
"3307","457","1400000US06037231210","Census Tract 2312.10, Los Angeles County, California"
"3688","430","1400000US06037231220","Census Tract 2312.20, Los Angeles County, California"
"4674","477","1400000US06037231300","Census Tract 2313, Los Angeles County, California"
"3892","460","1400000US06037231400","Census Tract 2314, Los Angeles County, California"
"4315","465","1400000US06037231500","Census Tract 2315, Los Angeles County, California"
"7637","868","1400000US06037231600","Census Tract 2316, Los Angeles County, California"
"4628","470","1400000US06037231710","Census Tract 2317.10, Los Angeles County, California"
"4656","529","1400000US06037231720","Census Tract 2317.20, Los Angeles County, California"
"5146","462","1400000US06037231800","Census Tract 2318, Los Angeles County, California"
"5806","672","1400000US06037231900","Census Tract 2319, Los Angeles County, California"
"3029","382","1400000US06037232110","Census Tract 2321.10, Los Angeles County, California"
"4508","494","1400000US06037232120","Census Tract 2321.20, Los Angeles County, California"
"3343","500","1400000US06037232200","Census Tract 2322, Los Angeles County, California"
"3640","411","1400000US06037232300","Census Tract 2323, Los Angeles County, California"
"7102","806","1400000US06037232400","Census Tract 2324, Los Angeles County, California"
"4365","425","1400000US06037232500","Census Tract 2325, Los Angeles County, California"
"6237","543","1400000US06037232600","Census Tract 2326, Los Angeles County, California"
"5850","531","1400000US06037232700","Census Tract 2327, Los Angeles County, California"
"4130","554","1400000US06037232800","Census Tract 2328, Los Angeles County, California"
"5869","464","1400000US06037234000","Census Tract 2340, Los Angeles County, California"
"2912","219","1400000US06037234200","Census Tract 2342, Los Angeles County, California"
"4536","407","1400000US06037234300","Census Tract 2343, Los Angeles County, California"
"2560","264","1400000US06037234501","Census Tract 2345.01, Los Angeles County, California"
"2584","333","1400000US06037234502","Census Tract 2345.02, Los Angeles County, California"
"4713","422","1400000US06037234600","Census Tract 2346, Los Angeles County, California"
"3557","315","1400000US06037234700","Census Tract 2347, Los Angeles County, California"
"3747","508","1400000US06037234800","Census Tract 2348, Los Angeles County, California"
"3203","475","1400000US06037234901","Census Tract 2349.01, Los Angeles County, California"
"4176","659","1400000US06037234902","Census Tract 2349.02, Los Angeles County, California"
"4513","358","1400000US06037235100","Census Tract 2351, Los Angeles County, California"
"2469","351","1400000US06037235201","Census Tract 2352.01, Los Angeles County, California"
"4717","581","1400000US06037235202","Census Tract 2352.02, Los Angeles County, California"
"4175","372","1400000US06037236000","Census Tract 2360, Los Angeles County, California"
"5044","674","1400000US06037236100","Census Tract 2361, Los Angeles County, California"
"5571","727","1400000US06037236202","Census Tract 2362.02, Los Angeles County, California"
"3861","491","1400000US06037236203","Census Tract 2362.03, Los Angeles County, California"
"3298","413","1400000US06037236204","Census Tract 2362.04, Los Angeles County, California"
"4656","575","1400000US06037236400","Census Tract 2364, Los Angeles County, California"
"4169","455","1400000US06037237101","Census Tract 2371.01, Los Angeles County, California"
"3032","418","1400000US06037237102","Census Tract 2371.02, Los Angeles County, California"
"3947","398","1400000US06037237201","Census Tract 2372.01, Los Angeles County, California"
"5021","813","1400000US06037237202","Census Tract 2372.02, Los Angeles County, California"
"5242","419","1400000US06037237300","Census Tract 2373, Los Angeles County, California"
"3765","666","1400000US06037237401","Census Tract 2374.01, Los Angeles County, California"
"3066","396","1400000US06037237402","Census Tract 2374.02, Los Angeles County, California"
"2401","309","1400000US06037237500","Census Tract 2375, Los Angeles County, California"
"4239","466","1400000US06037237600","Census Tract 2376, Los Angeles County, California"
"4306","661","1400000US06037237710","Census Tract 2377.10, Los Angeles County, California"
"3462","364","1400000US06037237720","Census Tract 2377.20, Los Angeles County, California"
"4274","552","1400000US06037237800","Census Tract 2378, Los Angeles County, California"
"3708","552","1400000US06037237900","Census Tract 2379, Los Angeles County, California"
"5870","638","1400000US06037238000","Census Tract 2380, Los Angeles County, California"
"4901","532","1400000US06037238100","Census Tract 2381, Los Angeles County, California"
"5046","596","1400000US06037238200","Census Tract 2382, Los Angeles County, California"
"4948","364","1400000US06037238310","Census Tract 2383.10, Los Angeles County, California"
"3497","450","1400000US06037238320","Census Tract 2383.20, Los Angeles County, California"
"4131","397","1400000US06037238400","Census Tract 2384, Los Angeles County, California"
"3437","429","1400000US06037239201","Census Tract 2392.01, Los Angeles County, California"
"4823","656","1400000US06037239202","Census Tract 2392.02, Los Angeles County, California"
"3427","376","1400000US06037239310","Census Tract 2393.10, Los Angeles County, California"
"3189","309","1400000US06037239320","Census Tract 2393.20, Los Angeles County, California"
"2831","400","1400000US06037239330","Census Tract 2393.30, Los Angeles County, California"
"3392","412","1400000US06037239501","Census Tract 2395.01, Los Angeles County, California"
"2753","413","1400000US06037239502","Census Tract 2395.02, Los Angeles County, California"
"3638","434","1400000US06037239601","Census Tract 2396.01, Los Angeles County, California"
"3520","507","1400000US06037239602","Census Tract 2396.02, Los Angeles County, California"
"4703","627","1400000US06037239701","Census Tract 2397.01, Los Angeles County, California"
"4089","518","1400000US06037239702","Census Tract 2397.02, Los Angeles County, California"
"3380","558","1400000US06037239801","Census Tract 2398.01, Los Angeles County, California"
"4499","629","1400000US06037239802","Census Tract 2398.02, Los Angeles County, California"
"3226","486","1400000US06037240010","Census Tract 2400.10, Los Angeles County, California"
"5219","377","1400000US06037240020","Census Tract 2400.20, Los Angeles County, California"
"5385","551","1400000US06037240200","Census Tract 2402, Los Angeles County, California"
"4885","545","1400000US06037240300","Census Tract 2403, Los Angeles County, California"
"4623","447","1400000US06037240401","Census Tract 2404.01, Los Angeles County, California"
"3996","438","1400000US06037240402","Census Tract 2404.02, Los Angeles County, California"
"5869","570","1400000US06037240500","Census Tract 2405, Los Angeles County, California"
"4287","600","1400000US06037240600","Census Tract 2406, Los Angeles County, California"
"5573","593","1400000US06037240700","Census Tract 2407, Los Angeles County, California"
"4715","619","1400000US06037240800","Census Tract 2408, Los Angeles County, California"
"5680","656","1400000US06037240900","Census Tract 2409, Los Angeles County, California"
"3569","577","1400000US06037241001","Census Tract 2410.01, Los Angeles County, California"
"4061","848","1400000US06037241002","Census Tract 2410.02, Los Angeles County, California"
"2719","377","1400000US06037241110","Census Tract 2411.10, Los Angeles County, California"
"4694","598","1400000US06037241120","Census Tract 2411.20, Los Angeles County, California"
"2799","432","1400000US06037241201","Census Tract 2412.01, Los Angeles County, California"
"4904","578","1400000US06037241202","Census Tract 2412.02, Los Angeles County, California"
"2077","274","1400000US06037241300","Census Tract 2413, Los Angeles County, California"
"3396","385","1400000US06037241400","Census Tract 2414, Los Angeles County, California"
"3389","502","1400000US06037242000","Census Tract 2420, Los Angeles County, California"
"2538","303","1400000US06037242100","Census Tract 2421, Los Angeles County, California"
"6203","551","1400000US06037242200","Census Tract 2422, Los Angeles County, California"
"5161","631","1400000US06037242300","Census Tract 2423, Los Angeles County, California"
"3759","387","1400000US06037242600","Census Tract 2426, Los Angeles County, California"
"4915","569","1400000US06037242700","Census Tract 2427, Los Angeles County, California"
"5373","658","1400000US06037243000","Census Tract 2430, Los Angeles County, California"
"5756","661","1400000US06037243100","Census Tract 2431, Los Angeles County, California"
"3443","377","1400000US06037261101","Census Tract 2611.01, Los Angeles County, California"
"4336","303","1400000US06037261102","Census Tract 2611.02, Los Angeles County, California"
"3776","333","1400000US06037261200","Census Tract 2612, Los Angeles County, California"
"3551","347","1400000US06037262100","Census Tract 2621, Los Angeles County, California"
"4692","274","1400000US06037262200","Census Tract 2622, Los Angeles County, California"
"2981","283","1400000US06037262301","Census Tract 2623.01, Los Angeles County, California"
"3097","294","1400000US06037262302","Census Tract 2623.02, Los Angeles County, California"
"2942","211","1400000US06037262303","Census Tract 2623.03, Los Angeles County, California"
"3532","329","1400000US06037262400","Census Tract 2624, Los Angeles County, California"
"3599","307","1400000US06037262501","Census Tract 2625.01, Los Angeles County, California"
"3677","259","1400000US06037262601","Census Tract 2626.01, Los Angeles County, California"
"5799","451","1400000US06037262604","Census Tract 2626.04, Los Angeles County, California"
"3414","301","1400000US06037262704","Census Tract 2627.04, Los Angeles County, California"
"3359","229","1400000US06037262706","Census Tract 2627.06, Los Angeles County, California"
"3897","281","1400000US06037262802","Census Tract 2628.02, Los Angeles County, California"
"2938","335","1400000US06037264000","Census Tract 2640, Los Angeles County, California"
"3319","400","1400000US06037264102","Census Tract 2641.02, Los Angeles County, California"
"2125","213","1400000US06037264103","Census Tract 2641.03, Los Angeles County, California"
"5194","396","1400000US06037264301","Census Tract 2643.01, Los Angeles County, California"
"5909","505","1400000US06037264302","Census Tract 2643.02, Los Angeles County, California"
"2324","198","1400000US06037265100","Census Tract 2651, Los Angeles County, California"
"2715","238","1400000US06037265201","Census Tract 2652.01, Los Angeles County, California"
"3726","436","1400000US06037265202","Census Tract 2652.02, Los Angeles County, California"
"11297","1770","1400000US06037265301","Census Tract 2653.01, Los Angeles County, California"
"4673","605","1400000US06037265303","Census Tract 2653.03, Los Angeles County, California"
"3825","612","1400000US06037265304","Census Tract 2653.04, Los Angeles County, California"
"4277","368","1400000US06037265305","Census Tract 2653.05, Los Angeles County, California"
"1518","199","1400000US06037265410","Census Tract 2654.10, Los Angeles County, California"
"1708","175","1400000US06037265420","Census Tract 2654.20, Los Angeles County, California"
"3519","386","1400000US06037265510","Census Tract 2655.10, Los Angeles County, California"
"4662","450","1400000US06037265520","Census Tract 2655.20, Los Angeles County, California"
"2915","247","1400000US06037265601","Census Tract 2656.01, Los Angeles County, California"
"2966","324","1400000US06037265602","Census Tract 2656.02, Los Angeles County, California"
"4739","466","1400000US06037265700","Census Tract 2657, Los Angeles County, California"
"5763","645","1400000US06037267100","Census Tract 2671, Los Angeles County, California"
"5523","352","1400000US06037267200","Census Tract 2672, Los Angeles County, California"
"3834","510","1400000US06037267300","Census Tract 2673, Los Angeles County, California"
"4417","460","1400000US06037267402","Census Tract 2674.02, Los Angeles County, California"
"3011","339","1400000US06037267403","Census Tract 2674.03, Los Angeles County, California"
"2936","392","1400000US06037267404","Census Tract 2674.04, Los Angeles County, California"
"5731","649","1400000US06037267501","Census Tract 2675.01, Los Angeles County, California"
"3475","356","1400000US06037267502","Census Tract 2675.02, Los Angeles County, California"
"2696","285","1400000US06037267600","Census Tract 2676, Los Angeles County, California"
"3431","259","1400000US06037267700","Census Tract 2677, Los Angeles County, California"
"2886","307","1400000US06037267800","Census Tract 2678, Los Angeles County, California"
"2508","412","1400000US06037267901","Census Tract 2679.01, Los Angeles County, California"
"3410","388","1400000US06037267902","Census Tract 2679.02, Los Angeles County, California"
"4946","333","1400000US06037269000","Census Tract 2690, Los Angeles County, California"
"4413","341","1400000US06037269100","Census Tract 2691, Los Angeles County, California"
"4210","370","1400000US06037269300","Census Tract 2693, Los Angeles County, California"
"3808","224","1400000US06037269500","Census Tract 2695, Los Angeles County, California"
"3704","533","1400000US06037269601","Census Tract 2696.01, Los Angeles County, California"
"3198","349","1400000US06037269602","Census Tract 2696.02, Los Angeles County, California"
"3901","301","1400000US06037269700","Census Tract 2697, Los Angeles County, California"
"3481","282","1400000US06037269800","Census Tract 2698, Los Angeles County, California"
"3897","383","1400000US06037269903","Census Tract 2699.03, Los Angeles County, California"
"4063","428","1400000US06037269904","Census Tract 2699.04, Los Angeles County, California"
"2535","340","1400000US06037269905","Census Tract 2699.05, Los Angeles County, California"
"2991","358","1400000US06037269906","Census Tract 2699.06, Los Angeles County, California"
"2766","370","1400000US06037269907","Census Tract 2699.07, Los Angeles County, California"
"4393","327","1400000US06037270100","Census Tract 2701, Los Angeles County, California"
"3855","398","1400000US06037270200","Census Tract 2702, Los Angeles County, California"
"2283","302","1400000US06037270300","Census Tract 2703, Los Angeles County, California"
"2259","215","1400000US06037271100","Census Tract 2711, Los Angeles County, California"
"2625","341","1400000US06037271200","Census Tract 2712, Los Angeles County, California"
"4662","356","1400000US06037271300","Census Tract 2713, Los Angeles County, California"
"3541","284","1400000US06037271400","Census Tract 2714, Los Angeles County, California"
"3005","238","1400000US06037271500","Census Tract 2715, Los Angeles County, California"
"4313","255","1400000US06037271600","Census Tract 2716, Los Angeles County, California"
"5535","535","1400000US06037271701","Census Tract 2717.01, Los Angeles County, California"
"4259","532","1400000US06037271702","Census Tract 2717.02, Los Angeles County, California"
"4017","398","1400000US06037271801","Census Tract 2718.01, Los Angeles County, California"
"6810","573","1400000US06037271802","Census Tract 2718.02, Los Angeles County, California"
"3375","350","1400000US06037271901","Census Tract 2719.01, Los Angeles County, California"
"3933","448","1400000US06037271902","Census Tract 2719.02, Los Angeles County, California"
"3958","342","1400000US06037272100","Census Tract 2721, Los Angeles County, California"
"2336","273","1400000US06037272201","Census Tract 2722.01, Los Angeles County, California"
"3321","329","1400000US06037272202","Census Tract 2722.02, Los Angeles County, California"
"3173","350","1400000US06037272301","Census Tract 2723.01, Los Angeles County, California"
"4198","310","1400000US06037272302","Census Tract 2723.02, Los Angeles County, California"
"2048","231","1400000US06037273100","Census Tract 2731, Los Angeles County, California"
"3250","365","1400000US06037273200","Census Tract 2732, Los Angeles County, California"
"3659","422","1400000US06037273300","Census Tract 2733, Los Angeles County, California"
"2909","327","1400000US06037273402","Census Tract 2734.02, Los Angeles County, California"
"2954","311","1400000US06037273502","Census Tract 2735.02, Los Angeles County, California"
"2449","277","1400000US06037273600","Census Tract 2736, Los Angeles County, California"
"2737","307","1400000US06037273700","Census Tract 2737, Los Angeles County, California"
"2909","230","1400000US06037273800","Census Tract 2738, Los Angeles County, California"
"4050","413","1400000US06037273902","Census Tract 2739.02, Los Angeles County, California"
"4747","421","1400000US06037274100","Census Tract 2741, Los Angeles County, California"
"4100","688","1400000US06037274202","Census Tract 2742.02, Los Angeles County, California"
"1430","229","1400000US06037275101","Census Tract 2751.01, Los Angeles County, California"
"4576","593","1400000US06037275102","Census Tract 2751.02, Los Angeles County, California"
"3744","348","1400000US06037275200","Census Tract 2752, Los Angeles County, California"
"5051","400","1400000US06037275302","Census Tract 2753.02, Los Angeles County, California"
"5581","634","1400000US06037275311","Census Tract 2753.11, Los Angeles County, California"
"2724","277","1400000US06037275400","Census Tract 2754, Los Angeles County, California"
"4960","388","1400000US06037275500","Census Tract 2755, Los Angeles County, California"
"6566","562","1400000US06037275602","Census Tract 2756.02, Los Angeles County, California"
"2926","429","1400000US06037275603","Census Tract 2756.03, Los Angeles County, California"
"5481","310","1400000US06037276000","Census Tract 2760, Los Angeles County, California"
"6474","442","1400000US06037276100","Census Tract 2761, Los Angeles County, California"
"4164","253","1400000US06037276400","Census Tract 2764, Los Angeles County, California"
"4645","662","1400000US06037276500","Census Tract 2765, Los Angeles County, California"
"3765","244","1400000US06037276601","Census Tract 2766.01, Los Angeles County, California"
"5570","417","1400000US06037276603","Census Tract 2766.03, Los Angeles County, California"
"4509","507","1400000US06037276604","Census Tract 2766.04, Los Angeles County, California"
"5424","315","1400000US06037277000","Census Tract 2770, Los Angeles County, California"
"3062","234","1400000US06037277100","Census Tract 2771, Los Angeles County, California"
"2928","439","1400000US06037277200","Census Tract 2772, Los Angeles County, California"
"1636","273","1400000US06037277400","Census Tract 2774, Los Angeles County, California"
"2352","167","1400000US06037278001","Census Tract 2780.01, Los Angeles County, California"
"3106","202","1400000US06037278102","Census Tract 2781.02, Los Angeles County, California"
"3513","435","1400000US06037291110","Census Tract 2911.10, Los Angeles County, California"
"2251","249","1400000US06037291120","Census Tract 2911.20, Los Angeles County, California"
"3508","340","1400000US06037291130","Census Tract 2911.30, Los Angeles County, California"
"4759","703","1400000US06037291210","Census Tract 2912.10, Los Angeles County, California"
"3251","330","1400000US06037291220","Census Tract 2912.20, Los Angeles County, California"
"2454","252","1400000US06037291300","Census Tract 2913, Los Angeles County, California"
"6534","579","1400000US06037292000","Census Tract 2920, Los Angeles County, California"
"6074","558","1400000US06037293201","Census Tract 2932.01, Los Angeles County, California"
"6578","544","1400000US06037293202","Census Tract 2932.02, Los Angeles County, California"
"2998","271","1400000US06037293301","Census Tract 2933.01, Los Angeles County, California"
"5103","437","1400000US06037293302","Census Tract 2933.02, Los Angeles County, California"
"4265","350","1400000US06037293304","Census Tract 2933.04, Los Angeles County, California"
"2477","385","1400000US06037293306","Census Tract 2933.06, Los Angeles County, California"
"2375","293","1400000US06037293307","Census Tract 2933.07, Los Angeles County, California"
"4651","537","1400000US06037294110","Census Tract 2941.10, Los Angeles County, California"
"2756","364","1400000US06037294120","Census Tract 2941.20, Los Angeles County, California"
"4922","417","1400000US06037294200","Census Tract 2942, Los Angeles County, California"
"2487","383","1400000US06037294301","Census Tract 2943.01, Los Angeles County, California"
"5512","379","1400000US06037294302","Census Tract 2943.02, Los Angeles County, California"
"5482","525","1400000US06037294410","Census Tract 2944.10, Los Angeles County, California"
"3124","398","1400000US06037294421","Census Tract 2944.21, Los Angeles County, California"
"4467","620","1400000US06037294510","Census Tract 2945.10, Los Angeles County, California"
"3947","437","1400000US06037294520","Census Tract 2945.20, Los Angeles County, California"
"4208","403","1400000US06037294610","Census Tract 2946.10, Los Angeles County, California"
"4627","535","1400000US06037294620","Census Tract 2946.20, Los Angeles County, California"
"3182","513","1400000US06037294701","Census Tract 2947.01, Los Angeles County, California"
"4504","371","1400000US06037294810","Census Tract 2948.10, Los Angeles County, California"
"3444","389","1400000US06037294820","Census Tract 2948.20, Los Angeles County, California"
"3863","430","1400000US06037294830","Census Tract 2948.30, Los Angeles County, California"
"2671","443","1400000US06037294900","Census Tract 2949, Los Angeles County, California"
"5059","324","1400000US06037295103","Census Tract 2951.03, Los Angeles County, California"
"2886","338","1400000US06037296210","Census Tract 2962.10, Los Angeles County, California"
"3378","502","1400000US06037296220","Census Tract 2962.20, Los Angeles County, California"
"4666","308","1400000US06037296300","Census Tract 2963, Los Angeles County, California"
"2801","278","1400000US06037296401","Census Tract 2964.01, Los Angeles County, California"
"2950","285","1400000US06037296402","Census Tract 2964.02, Los Angeles County, California"
"4183","403","1400000US06037296500","Census Tract 2965, Los Angeles County, California"
"5847","499","1400000US06037296600","Census Tract 2966, Los Angeles County, California"
"3860","729","1400000US06037296901","Census Tract 2969.01, Los Angeles County, California"
"3464","578","1400000US06037296902","Census Tract 2969.02, Los Angeles County, California"
"4968","374","1400000US06037297000","Census Tract 2970, Los Angeles County, California"
"5157","610","1400000US06037297110","Census Tract 2971.10, Los Angeles County, California"
"3436","362","1400000US06037297120","Census Tract 2971.20, Los Angeles County, California"
"3425","628","1400000US06037297201","Census Tract 2972.01, Los Angeles County, California"
"3388","362","1400000US06037297202","Census Tract 2972.02, Los Angeles County, California"
"2154","234","1400000US06037297300","Census Tract 2973, Los Angeles County, California"
"3707","200","1400000US06037297400","Census Tract 2974, Los Angeles County, California"
"5232","393","1400000US06037297500","Census Tract 2975, Los Angeles County, California"
"2878","455","1400000US06037297601","Census Tract 2976.01, Los Angeles County, California"
"4158","555","1400000US06037297602","Census Tract 2976.02, Los Angeles County, California"
"5902","318","1400000US06037300100","Census Tract 3001, Los Angeles County, California"
"5852","361","1400000US06037300200","Census Tract 3002, Los Angeles County, California"
"6576","365","1400000US06037300301","Census Tract 3003.01, Los Angeles County, California"
"5633","371","1400000US06037300400","Census Tract 3004, Los Angeles County, California"
